timestamp,method,endpoint,response_time_ms,response_length,is_error
2025-11-06T02:17:47.820534,GET,API Visits,58.47059999996418,118,1
2025-11-06T02:17:48.114164,GET,API Vets,55.62339999960386,118,1
2025-11-06T02:17:48.127770,GET,Find Owner,53.14309999994293,118,1
2025-11-06T02:17:48.173634,GET,Home,54.04809999981808,118,1
2025-11-06T02:17:48.183298,GET,Home,54.8982000000251,118,1
2025-11-06T02:17:48.284491,GET,Find Owner,56.56569999973726,118,1
2025-11-06T02:17:48.420244,GET,List Vets,55.26650000047084,118,1
2025-11-06T02:17:48.421750,GET,Find Owner,55.53929999950924,118,1
2025-11-06T02:17:48.513599,GET,API Vets,117.26920000000973,118,1
2025-11-06T02:17:48.773394,GET,Find Owner,53.89550000018062,118,1
2025-11-06T02:17:48.824968,GET,Home,57.55880000015168,118,1
2025-11-06T02:17:48.960845,GET,API Customers,54.82960000063031,118,1
2025-11-06T02:17:48.992328,GET,API Customers,54.40030000045226,118,1
2025-11-06T02:17:49.047141,GET,Find Owner,54.099800000585674,118,1
2025-11-06T02:17:49.053475,GET,API Visits,55.010100000799866,118,1
2025-11-06T02:17:49.145775,GET,Home,52.40679999951681,118,1
2025-11-06T02:17:49.204586,GET,List Vets,57.9929000004995,118,1
2025-11-06T02:17:49.370981,GET,Find Owner,62.38249999933032,118,1
2025-11-06T02:17:49.440761,GET,Find Owner,56.0803999997006,118,1
2025-11-06T02:17:49.794482,GET,Find Owner,85.74140000018815,118,1
2025-11-06T02:17:50.138182,GET,Home,54.87170000014885,118,1
2025-11-06T02:17:50.154727,GET,API Customers,54.822700000840996,118,1
2025-11-06T02:17:50.263038,GET,API Visits,54.852999999638996,118,1
2025-11-06T02:17:50.264042,GET,Home,55.50020000009681,118,1
2025-11-06T02:17:50.293117,GET,API Visits,55.53799999961484,118,1
2025-11-06T02:17:50.319678,GET,List Vets,55.69290000039473,118,1
2025-11-06T02:17:50.353634,GET,API Customers,53.48610000055487,118,1
2025-11-06T02:17:50.407788,GET,API Vets,53.63839999972697,118,1
2025-11-06T02:17:50.508858,GET,List Vets,55.616599999666505,118,1
2025-11-06T02:17:50.633818,GET,Find Owner,56.7497000001822,118,1
2025-11-06T02:17:50.680111,GET,Find Owner,56.043900000076974,118,1
2025-11-06T02:17:50.740579,GET,List Vets,59.04629999986355,118,1
2025-11-06T02:17:50.982815,GET,Home,55.972400000428024,118,1
2025-11-06T02:17:51.040024,GET,API Vets,121.02689999937866,118,1
2025-11-06T02:17:51.048346,GET,Find Owner,126.20530000003782,118,1
2025-11-06T02:17:51.049469,GET,Home,125.54249999993772,118,1
2025-11-06T02:17:51.051875,GET,List Vets,131.73749999987194,118,1
2025-11-06T02:17:51.056117,GET,Find Owner,135.9639000002062,118,1
2025-11-06T02:17:51.058120,GET,List Vets,132.58069999938016,118,1
2025-11-06T02:17:51.060579,GET,List Vets,135.20840000001044,118,1
2025-11-06T02:17:51.062090,GET,Home,138.4115999999267,118,1
2025-11-06T02:17:51.064941,GET,API Visits,141.3032000000385,118,1
2025-11-06T02:17:51.067132,GET,List Vets,144.58550000017567,118,1
2025-11-06T02:17:51.185745,GET,Find Owner,55.410699999811186,118,1
2025-11-06T02:17:51.214671,GET,API Visits,54.8371999993833,118,1
2025-11-06T02:17:51.416925,GET,Find Owner,55.37640000056854,118,1
2025-11-06T02:17:51.462443,GET,Home,55.03270000008342,118,1
2025-11-06T02:17:51.646925,GET,List Vets,55.069999999432184,118,1
2025-11-06T02:17:51.712053,GET,Home,57.31050000031246,118,1
2025-11-06T02:17:51.723732,GET,Home,54.071599999588216,118,1
2025-11-06T02:17:51.893751,GET,Home,53.702899999734655,118,1
2025-11-06T02:17:51.925550,GET,List Vets,53.35760000070877,118,1
2025-11-06T02:17:52.034687,GET,API Vets,54.22420000013517,118,1
2025-11-06T02:17:52.067613,GET,Find Owner,56.26459999984945,118,1
2025-11-06T02:17:52.145604,GET,Find Owner,56.69469999975263,118,1
2025-11-06T02:17:52.199462,GET,API Customers,52.802400000473426,118,1
2025-11-06T02:17:52.260150,GET,List Vets,58.297099999435886,118,1
2025-11-06T02:17:52.261378,GET,Find Owner,59.44480000016483,118,1
2025-11-06T02:17:52.284341,GET,Find Owner,53.46020000069984,118,1
2025-11-06T02:17:52.393654,GET,List Vets,55.12949999956618,118,1
2025-11-06T02:17:52.407633,GET,Home,54.12049999995361,118,1
2025-11-06T02:17:52.449130,GET,API Vets,54.302699999425386,118,1
2025-11-06T02:17:52.463557,GET,API Customers,55.42799999966519,118,1
2025-11-06T02:17:52.934821,GET,Home,57.831399999486166,118,1
2025-11-06T02:17:53.014424,GET,API Visits,76.60780000060186,118,1
2025-11-06T02:17:53.098110,GET,Find Owner,53.723099999842816,118,1
2025-11-06T02:17:53.111838,GET,API Vets,53.04119999982504,118,1
2025-11-06T02:17:53.161746,GET,API Vets,55.81660000007105,118,1
2025-11-06T02:17:53.189948,GET,API Vets,53.17450000075041,118,1
2025-11-06T02:17:53.193453,GET,Find Owner,56.18049999975483,118,1
2025-11-06T02:17:53.218139,GET,List Vets,56.13679999987653,118,1
2025-11-06T02:17:53.221463,GET,API Visits,54.08660000011878,118,1
2025-11-06T02:17:53.238408,GET,Home,55.77189999985421,118,1
2025-11-06T02:17:53.251128,GET,Home,328.98130000012316,118,1
2025-11-06T02:17:53.270900,GET,Find Owner,55.49840000003314,118,1
2025-11-06T02:17:53.332482,GET,Find Owner,55.63310000070487,118,1
2025-11-06T02:17:53.392250,GET,API Customers,53.24850000033621,118,1
2025-11-06T02:17:53.594547,GET,API Vets,54.28399999982503,118,1
2025-11-06T02:17:53.596547,GET,API Visits,54.99179999969783,118,1
2025-11-06T02:17:53.625673,GET,Find Owner,53.53469999954541,118,1
2025-11-06T02:17:53.705479,GET,List Vets,55.76620000010735,118,1
2025-11-06T02:17:53.732974,GET,Home,52.266599999711616,118,1
2025-11-06T02:17:53.797018,GET,Home,55.30209999960789,118,1
2025-11-06T02:17:53.827539,GET,Home,55.42760000025737,118,1
2025-11-06T02:17:53.965470,GET,List Vets,52.3551000005682,118,1
2025-11-06T02:17:54.170956,GET,Home,57.37420000059501,118,1
2025-11-06T02:17:54.215182,GET,Home,55.223499999556225,118,1
2025-11-06T02:17:54.230945,GET,Home,56.419999999889114,118,1
2025-11-06T02:17:54.269562,GET,Find Owner,53.42419999942649,118,1
2025-11-06T02:17:54.340152,GET,API Vets,54.731100000026345,118,1
2025-11-06T02:17:54.352464,GET,Home,52.71480000010342,118,1
2025-11-06T02:17:54.416927,GET,Find Owner,54.377499999645806,118,1
2025-11-06T02:17:54.419926,GET,Home,57.62030000005325,118,1
2025-11-06T02:17:54.463476,GET,Home,56.539499999416876,118,1
2025-11-06T02:17:54.474802,GET,Find Owner,56.810699999914505,118,1
2025-11-06T02:17:54.615847,GET,Home,55.767500000001746,118,1
2025-11-06T02:17:54.803594,GET,API Vets,54.96029999994789,118,1
2025-11-06T02:17:54.817644,GET,List Vets,53.68070000076841,118,1
2025-11-06T02:17:54.894920,GET,Find Owner,53.06000000018685,118,1
2025-11-06T02:17:55.100132,GET,List Vets,55.56999999953405,118,1
2025-11-06T02:17:55.162121,GET,API Visits,60.89020000035816,118,1
2025-11-06T02:17:55.424803,GET,API Vets,55.601999999453255,118,1
2025-11-06T02:17:55.560640,GET,List Vets,51.92729999998846,118,1
2025-11-06T02:17:55.578517,GET,List Vets,55.52500000067084,118,1
2025-11-06T02:17:55.633742,GET,API Vets,53.94319999959407,118,1
2025-11-06T02:17:55.674245,GET,List Vets,55.37420000018756,118,1
2025-11-06T02:17:55.721152,GET,API Customers,56.360900000072434,118,1
2025-11-06T02:17:55.729897,GET,List Vets,54.79060000016034,118,1
2025-11-06T02:17:55.797821,GET,Find Owner,55.26000000008935,118,1
2025-11-06T02:17:55.813401,GET,Home,55.93360000057146,118,1
2025-11-06T02:17:55.954850,GET,Find Owner,59.07660000048054,118,1
2025-11-06T02:17:55.955848,GET,Home,59.45799999972223,118,1
2025-11-06T02:17:55.997711,GET,Home,55.1236000001154,118,1
2025-11-06T02:17:55.999709,GET,List Vets,56.75419999988662,118,1
2025-11-06T02:17:56.001065,GET,List Vets,58.035799999743176,118,1
2025-11-06T02:17:56.017564,GET,Home,57.13720000039757,118,1
2025-11-06T02:17:56.019244,GET,API Customers,57.88900000061403,118,1
2025-11-06T02:17:56.027858,GET,List Vets,54.9141999999847,118,1
2025-11-06T02:17:56.052778,GET,Find Owner,53.953099999489496,118,1
2025-11-06T02:17:56.065296,GET,Find Owner,118.22360000041954,118,1
2025-11-06T02:17:56.066306,GET,Home,117.23460000030173,118,1
2025-11-06T02:17:56.067310,GET,List Vets,117.04150000059599,118,1
2025-11-06T02:17:56.077817,GET,API Vets,129.96839999959775,118,1
2025-11-06T02:17:56.078817,GET,Home,125.92699999913748,118,1
2025-11-06T02:17:56.079817,GET,Find Owner,126.37059999997291,118,1
2025-11-06T02:17:56.080815,GET,Home,130.80040000022564,118,1
2025-11-06T02:17:56.081817,GET,Find Owner,132.9439999999522,118,1
2025-11-06T02:17:56.082819,GET,List Vets,130.34090000019205,118,1
2025-11-06T02:17:56.083816,GET,API Vets,132.1115999999165,118,1
2025-11-06T02:17:56.102201,GET,Home,53.05000000043947,118,1
2025-11-06T02:17:56.255100,GET,API Visits,55.35820000022795,118,1
2025-11-06T02:17:56.369722,GET,List Vets,60.95539999932953,118,1
2025-11-06T02:17:56.498910,GET,Find Owner,53.810499999599415,118,1
2025-11-06T02:17:56.576493,GET,API Customers,54.39899999964837,118,1
2025-11-06T02:17:56.702766,GET,Find Owner,54.93320000005042,118,1
2025-11-06T02:17:56.746432,GET,Home,53.0148999996527,118,1
2025-11-06T02:17:57.042128,GET,API Vets,55.02890000025218,118,1
2025-11-06T02:17:57.196654,GET,Find Owner,54.40970000017842,118,1
2025-11-06T02:17:57.198753,GET,API Visits,56.02730000009615,118,1
2025-11-06T02:17:57.214675,GET,Home,56.8450999999186,118,1
2025-11-06T02:17:57.219194,GET,Home,61.065599999892584,118,1
2025-11-06T02:17:57.274413,GET,Home,57.612300000073446,118,1
2025-11-06T02:17:57.383270,GET,API Visits,53.740100000140956,118,1
2025-11-06T02:17:57.447857,GET,Home,55.87779999950726,118,1
2025-11-06T02:17:57.502984,GET,Home,54.44329999954789,118,1
2025-11-06T02:17:57.696885,GET,List Vets,56.15089999992051,118,1
2025-11-06T02:17:57.724632,GET,Find Owner,53.517700000156765,118,1
2025-11-06T02:17:57.739149,GET,Home,53.362599999672966,118,1
2025-11-06T02:17:57.779780,GET,Find Owner,55.14679999942018,118,1
2025-11-06T02:17:57.865942,GET,API Customers,55.563400000210095,118,1
2025-11-06T02:17:57.892052,GET,List Vets,362.1986999996807,118,1
2025-11-06T02:17:58.034661,GET,List Vets,54.120400000101654,118,1
2025-11-06T02:17:58.035662,GET,Home,56.02900000030786,118,1
2025-11-06T02:17:58.047576,GET,Home,52.409500000067055,118,1
2025-11-06T02:17:58.092056,GET,API Visits,55.94459999974788,118,1
2025-11-06T02:17:58.329692,GET,Home,55.02619999970193,118,1
2025-11-06T02:17:58.353107,GET,Home,62.74990000019898,118,1
2025-11-06T02:17:58.359767,GET,Find Owner,53.33870000049501,118,1
2025-11-06T02:17:58.412890,GET,API Visits,52.829100000053586,118,1
2025-11-06T02:17:58.557853,GET,API Vets,65.4395999999906,118,1
2025-11-06T02:17:58.592040,GET,List Vets,54.21879999994417,118,1
2025-11-06T02:17:58.606963,GET,Find Owner,53.24170000039885,118,1
2025-11-06T02:17:58.656929,GET,API Customers,55.87980000018433,118,1
2025-11-06T02:17:58.683784,GET,Home,53.79660000016884,118,1
2025-11-06T02:17:58.685789,GET,Home,55.362800000693824,118,1
2025-11-06T02:17:58.701824,GET,API Customers,56.003700000474055,118,1
2025-11-06T02:17:58.726855,GET,Home,68.67479999982606,118,1
2025-11-06T02:17:58.763409,GET,Home,59.523199999603094,118,1
2025-11-06T02:17:58.780279,GET,List Vets,56.51020000004792,118,1
2025-11-06T02:17:58.794868,GET,Find Owner,55.530999999973574,118,1
2025-11-06T02:17:58.809928,GET,Home,55.52850000003673,118,1
2025-11-06T02:17:58.819546,GET,List Vets,55.20520000027318,118,1
2025-11-06T02:17:58.853356,GET,Home,57.48630000016419,118,1
2025-11-06T02:17:58.934000,GET,Home,59.03409999973519,118,1
2025-11-06T02:17:59.036211,GET,List Vets,101.41079999993963,118,1
2025-11-06T02:17:59.070580,GET,Home,53.61659999925905,118,1
2025-11-06T02:17:59.073595,GET,Home,55.66559999988385,118,1
2025-11-06T02:17:59.085640,GET,Home,52.83679999956803,118,1
2025-11-06T02:17:59.258374,GET,Home,53.05120000048191,118,1
2025-11-06T02:17:59.355724,GET,List Vets,58.36359999921115,118,1
2025-11-06T02:17:59.376719,GET,Home,64.85979999979463,118,1
2025-11-06T02:17:59.412874,GET,List Vets,55.98149999968882,118,1
2025-11-06T02:17:59.476219,GET,List Vets,55.59350000021368,118,1
2025-11-06T02:17:59.552153,GET,Find Owner,54.10550000033254,118,1
2025-11-06T02:17:59.612237,GET,List Vets,58.05009999949107,118,1
2025-11-06T02:17:59.631025,GET,Find Owner,55.51729999933741,118,1
2025-11-06T02:17:59.742596,GET,List Vets,56.47229999976844,118,1
2025-11-06T02:17:59.832950,GET,List Vets,53.04489999980433,118,1
2025-11-06T02:17:59.847020,GET,Home,52.173900000525464,118,1
2025-11-06T02:17:59.879342,GET,Home,53.67999999998574,118,1
2025-11-06T02:17:59.903686,GET,Home,55.06040000000212,118,1
2025-11-06T02:18:00.048805,GET,Home,55.3568000004816,118,1
2025-11-06T02:18:00.080442,GET,Home,55.0295000002734,118,1
2025-11-06T02:18:00.137063,GET,API Customers,55.52660000012111,118,1
2025-11-06T02:18:00.145205,GET,API Vets,57.892200000424054,118,1
2025-11-06T02:18:00.189102,GET,List Vets,53.44760000025417,118,1
2025-11-06T02:18:00.237149,GET,Home,56.32499999956053,118,1
2025-11-06T02:18:00.250855,GET,API Visits,54.144699999596924,118,1
2025-11-06T02:18:00.284790,GET,Home,55.522100000416685,118,1
2025-11-06T02:18:00.362799,GET,Home,57.07150000034744,118,1
2025-11-06T02:18:00.418092,GET,List Vets,53.53399999967223,118,1
2025-11-06T02:18:00.469932,GET,Home,55.23840000023483,118,1
2025-11-06T02:18:00.520524,GET,List Vets,59.29600000035862,118,1
2025-11-06T02:18:00.545876,GET,Home,54.006700000172714,118,1
2025-11-06T02:18:00.575268,GET,API Visits,54.41289999998844,118,1
2025-11-06T02:18:00.578716,GET,List Vets,56.573199999547796,118,1
2025-11-06T02:18:00.700511,GET,API Customers,57.36460000025545,118,1
2025-11-06T02:18:00.703031,GET,Find Owner,57.99179999939952,118,1
2025-11-06T02:18:00.744924,GET,Find Owner,53.07470000025205,118,1
2025-11-06T02:18:00.791898,GET,API Vets,53.87849999988248,118,1
2025-11-06T02:18:00.837076,GET,Find Owner,52.82199999965087,118,1
2025-11-06T02:18:00.839100,GET,Find Owner,54.696299999704934,118,1
2025-11-06T02:18:00.890842,GET,API Visits,52.91440000019065,118,1
2025-11-06T02:18:00.894959,GET,List Vets,54.83170000024984,118,1
2025-11-06T02:18:00.982402,GET,Find Owner,59.77160000020376,118,1
2025-11-06T02:18:01.011206,GET,Find Owner,56.85319999975036,118,1
2025-11-06T02:18:01.012272,GET,API Customers,57.12110000058601,118,1
2025-11-06T02:18:01.043805,GET,Find Owner,118.49979999988136,118,1
2025-11-06T02:18:01.048813,GET,Home,55.83600000045408,118,1
2025-11-06T02:18:01.049814,GET,Home,122.83999999999651,118,1
2025-11-06T02:18:01.050813,GET,Home,120.457200000601,118,1
2025-11-06T02:18:01.050813,GET,Find Owner,120.2781000001778,118,1
2025-11-06T02:18:01.052318,GET,List Vets,123.80489999941346,118,1
2025-11-06T02:18:01.053823,GET,Home,124.14519999947515,118,1
2025-11-06T02:18:01.055411,GET,API Customers,127.72430000040913,118,1
2025-11-06T02:18:01.059431,GET,List Vets,130.7864000000336,118,1
2025-11-06T02:18:01.060939,GET,API Customers,132.77610000022833,118,1
2025-11-06T02:18:01.062737,GET,Home,136.5864999997939,118,1
2025-11-06T02:18:01.192682,GET,Find Owner,55.92569999953412,118,1
2025-11-06T02:18:01.329174,GET,List Vets,53.31549999937124,118,1
2025-11-06T02:18:01.346405,GET,List Vets,55.49840000003314,118,1
2025-11-06T02:18:01.382681,GET,Home,52.28420000003098,118,1
2025-11-06T02:18:01.499630,GET,API Visits,53.571000000374625,118,1
2025-11-06T02:18:01.655489,GET,API Vets,55.68240000047808,118,1
2025-11-06T02:18:01.711085,GET,API Customers,54.32829999972455,118,1
2025-11-06T02:18:01.746583,GET,List Vets,53.594199999679404,118,1
2025-11-06T02:18:01.760657,GET,API Customers,53.33460000019841,118,1
2025-11-06T02:18:01.785186,GET,API Customers,61.09400000059395,118,1
2025-11-06T02:18:01.888356,GET,Home,57.52699999993638,118,1
2025-11-06T02:18:01.903715,GET,Find Owner,57.86720000014611,118,1
2025-11-06T02:18:01.993400,GET,Home,55.72140000003856,118,1
2025-11-06T02:18:02.129634,GET,Home,56.01050000041141,118,1
2025-11-06T02:18:02.146307,GET,List Vets,57.117500000458676,118,1
2025-11-06T02:18:02.220436,GET,API Vets,53.55779999990773,118,1
2025-11-06T02:18:02.235037,GET,Home,52.99410000043281,118,1
2025-11-06T02:18:02.320459,GET,Find Owner,58.98849999994127,118,1
2025-11-06T02:18:02.329948,GET,API Visits,52.95219999970868,118,1
2025-11-06T02:18:02.357356,GET,Find Owner,55.70290000014211,118,1
2025-11-06T02:18:02.420100,GET,Home,56.6928000007465,118,1
2025-11-06T02:18:02.449039,GET,API Visits,54.85430000044289,118,1
2025-11-06T02:18:02.473892,GET,Home,52.90960000002087,118,1
2025-11-06T02:18:02.505082,GET,List Vets,55.27350000011211,118,1
2025-11-06T02:18:02.557766,GET,Home,52.42790000011155,118,1
2025-11-06T02:18:02.588350,GET,Find Owner,53.86869999983901,118,1
2025-11-06T02:18:02.604249,GET,List Vets,53.64410000038333,118,1
2025-11-06T02:18:02.634294,GET,Find Owner,53.46709999957966,118,1
2025-11-06T02:18:02.658549,GET,Home,53.5451000005196,118,1
2025-11-06T02:18:02.697852,GET,Home,56.023900000582216,118,1
2025-11-06T02:18:02.772409,GET,API Vets,53.331600000092294,118,1
2025-11-06T02:18:02.798942,GET,API Customers,64.36409999969328,118,1
2025-11-06T02:18:02.826347,GET,Home,76.27969999975903,118,1
2025-11-06T02:18:02.827919,GET,List Vets,63.20250000044325,118,1
2025-11-06T02:18:02.865813,GET,Home,53.12659999981406,118,1
2025-11-06T02:18:02.882602,GET,Home,55.80110000028071,118,1
2025-11-06T02:18:02.916724,GET,Home,58.74390000008134,118,1
2025-11-06T02:18:02.960393,GET,Home,55.64219999996567,118,1
2025-11-06T02:18:02.973971,GET,API Visits,56.73000000024331,118,1
2025-11-06T02:18:03.087489,GET,Home,57.28110000018205,118,1
2025-11-06T02:18:03.141335,GET,Home,53.26599999989412,118,1
2025-11-06T02:18:03.177689,GET,List Vets,55.22590000055061,118,1
2025-11-06T02:18:03.282481,GET,List Vets,53.17780000041239,118,1
2025-11-06T02:18:03.312524,GET,Find Owner,52.66329999994923,118,1
2025-11-06T02:18:03.328742,GET,List Vets,52.993899999819405,118,1
2025-11-06T02:18:03.389156,GET,Home,52.14179999984481,118,1
2025-11-06T02:18:03.466258,GET,Home,54.247200000645535,118,1
2025-11-06T02:18:03.467596,GET,API Visits,55.85120000068855,118,1
2025-11-06T02:18:03.499152,GET,Home,55.34819999957108,118,1
2025-11-06T02:18:03.556135,GET,List Vets,55.41220000031899,118,1
2025-11-06T02:18:03.556135,GET,API Visits,57.153899999320856,118,1
2025-11-06T02:18:03.606810,GET,Find Owner,54.88400000012916,118,1
2025-11-06T02:18:03.654951,GET,API Customers,56.63619999995717,118,1
2025-11-06T02:18:03.682077,GET,API Vets,52.788399999371904,118,1
2025-11-06T02:18:03.711095,GET,API Customers,54.909999999836145,118,1
2025-11-06T02:18:03.715327,GET,List Vets,332.5346999999965,118,1
2025-11-06T02:18:03.746089,GET,Find Owner,56.73019999994722,118,1
2025-11-06T02:18:03.758617,GET,API Vets,53.168299999924784,118,1
2025-11-06T02:18:03.789943,GET,Find Owner,53.16029999994498,118,1
2025-11-06T02:18:03.848805,GET,List Vets,58.300900000176625,118,1
2025-11-06T02:18:03.898117,GET,Find Owner,55.90529999972205,118,1
2025-11-06T02:18:03.932202,GET,API Vets,57.98990000039339,118,1
2025-11-06T02:18:04.010010,GET,Find Owner,57.31699999978446,118,1
2025-11-06T02:18:04.085093,GET,API Vets,56.347599999753584,118,1
2025-11-06T02:18:04.116035,GET,Find Owner,56.78689999967901,118,1
2025-11-06T02:18:04.117036,GET,Home,57.37859999953798,118,1
2025-11-06T02:18:04.139371,GET,Home,53.10730000019248,118,1
2025-11-06T02:18:04.162004,GET,API Visits,57.9821000001175,118,1
2025-11-06T02:18:04.206031,GET,Home,56.12829999972746,118,1
2025-11-06T02:18:04.214731,GET,Home,51.43159999988711,118,1
2025-11-06T02:18:04.233563,GET,API Visits,53.07249999987107,118,1
2025-11-06T02:18:04.234625,GET,List Vets,53.8392999997086,118,1
2025-11-06T02:18:04.263012,GET,API Visits,55.177199999889126,118,1
2025-11-06T02:18:04.268507,GET,List Vets,52.72580000018934,118,1
2025-11-06T02:18:04.520572,GET,API Visits,64.70760000047449,118,1
2025-11-06T02:18:04.558909,GET,Home,55.89520000012271,118,1
2025-11-06T02:18:04.598984,GET,List Vets,64.63040000016917,118,1
2025-11-06T02:18:04.677588,GET,Home,65.48660000044038,118,1
2025-11-06T02:18:04.697642,GET,Home,69.89090000024589,118,1
2025-11-06T02:18:04.697642,GET,Home,56.16829999962647,118,1
2025-11-06T02:18:04.812442,GET,List Vets,77.98950000051263,118,1
2025-11-06T02:18:04.846145,GET,API Customers,63.143599999420985,118,1
2025-11-06T02:18:04.937472,GET,Home,61.96509999972477,118,1
2025-11-06T02:18:04.963108,GET,Home,56.620399999701476,118,1
2025-11-06T02:18:05.034231,GET,Home,70.10880000052566,118,1
2025-11-06T02:18:05.079894,GET,API Vets,67.12479999987409,118,1
2025-11-06T02:18:05.122298,GET,Home,62.70040000072186,118,1
2025-11-06T02:18:05.164034,GET,Home,55.5289999992965,118,1
2025-11-06T02:18:05.195872,GET,Find Owner,55.812800000239804,118,1
2025-11-06T02:18:05.306064,GET,Home,58.69139999958861,118,1
2025-11-06T02:18:05.319610,GET,API Vets,56.92249999992782,118,1
2025-11-06T02:18:05.334046,GET,Find Owner,56.34970000028261,118,1
2025-11-06T02:18:05.437281,GET,List Vets,52.3737000003166,118,1
2025-11-06T02:18:05.453278,GET,Home,52.96199999975215,118,1
2025-11-06T02:18:05.472397,GET,Home,56.19979999937641,118,1
2025-11-06T02:18:05.548515,GET,Home,54.196699999920384,118,1
2025-11-06T02:18:05.563869,GET,List Vets,53.51429999973334,118,1
2025-11-06T02:18:05.590460,GET,List Vets,63.49729999965348,118,1
2025-11-06T02:18:05.692991,GET,Home,58.572900000399386,118,1
2025-11-06T02:18:05.763333,GET,Find Owner,53.90949999946315,118,1
2025-11-06T02:18:05.848652,GET,List Vets,62.96210000073188,118,1
2025-11-06T02:18:05.918873,GET,Home,52.909099999851605,118,1
2025-11-06T02:18:05.921547,GET,List Vets,56.00570000024163,118,1
2025-11-06T02:18:05.935531,GET,API Visits,54.47829999957321,118,1
2025-11-06T02:18:05.937075,GET,List Vets,54.61909999939962,118,1
2025-11-06T02:18:05.939951,GET,Home,58.582799999385315,118,1
2025-11-06T02:18:05.967321,GET,Home,55.18080000001646,118,1
2025-11-06T02:18:05.973814,GET,API Vets,54.12109999997483,118,1
2025-11-06T02:18:06.012947,GET,API Visits,54.70510000031936,118,1
2025-11-06T02:18:06.041693,GET,Home,53.18029999943974,118,1
2025-11-06T02:18:06.058240,GET,Home,113.433200000145,118,1
2025-11-06T02:18:06.059339,GET,API Vets,110.13989999992191,118,1
2025-11-06T02:18:06.060603,GET,Home,57.88600000050792,118,1
2025-11-06T02:18:06.067153,GET,List Vets,120.84099999992759,118,1
2025-11-06T02:18:06.067153,GET,API Customers,121.3686000000962,118,1
